nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0015845	Thierry Alais	\N	\N	camera_department	tt0414852,tt0293662,tt1657507,tt0280665
nm0015846	Gina Alajar	\N	\N	director,actress,archive_footage	tt0374800,tt0257084,tt0219187,tt2529144
nm0015847	Alagem Alon	\N	\N	editor,actor,sound_department	tt29280674,tt0288303,tt0162140,tt0164374
nm0015848	Toivo Alajärvi	1906	1981	actor	tt0127035,tt0049529,tt1448221,tt1445184
nm0015849	B.Q. Alakija	\N	\N	actor	\N
nm0015850	Ray Alchin	1941	1998	producer,editor,director	tt0086676,tt0139788,tt0094611,tt0129669
nm0015851	Maria Alakioti	\N	\N	actress	tt0097597
nm0015852	Michalis Alakiotis	\N	\N	actor	tt0097597
nm0015853	Alaknanda	\N	\N	actress	tt0139416,tt0360895,tt0370308,tt0377654
nm0015854	Jari Alakoskela	\N	\N	sound_department,miscellaneous,camera_department	tt0319659,tt19399748,tt2027175,tt13346578
nm0015856	Buket Alakus	1971	\N	director,writer	tt0442908,tt0295165,tt0120076,tt0876454
nm0015857	Robin Alalouf	\N	\N	actor	tt0046034
nm0015858	Isam Alam	\N	\N	actor	tt0161962
nm0015859	John Shamsul Alam	\N	\N	actor	tt0082817,tt10228552
nm0015860	Justin Alam	\N	\N	actor	tt0161962
nm0015861	Mehboob Alam	\N	\N	assistant_director,sound_department	tt0254879,tt0246820,tt0247582
nm0015862	Pastora Alam	1901	1982	actress	tt0229084
nm0015863	Sheherezade Alam	\N	\N	actress	tt0164110
nm0015864	Sultan Alam	\N	\N	actor	tt0213648,tt0392211,tt0239501,tt0240165
nm0015865	Zak Santiago	\N	\N	actor,producer,stunts	tt0352113,tt0439410,tt0970416,tt2027231
nm0015866	Mahmoud Alama Konaté	\N	\N	production_manager,cinematographer,producer	tt0272048,tt0101470,tt0290758,tt1386429
nm0015867	Håkan Alamaa	\N	\N	editor,camera_department,editorial_department	tt0105916,tt5871182,tt31939391,tt27935751
nm0015868	Mariana Alamancheva	1941	2018	actress	tt0174038,tt0254767,tt0277180,tt0289761
nm0015869	Tasos Alamanos	\N	\N	director,writer,producer	tt0236626
nm0015870	Míriam Alamany	1972	\N	actress	tt0297174,tt7605702,tt0198093,tt0253821
nm0015871	Benjamin Alamarez	\N	\N	miscellaneous	tt0193560,tt0084826
nm0015872	Mariano Alameda	1972	\N	actor,miscellaneous,director	tt0485111,tt0488288,tt0395890,tt0348364
nm0015873	José Alameda	1912	1990	actor	tt0052111,tt0051571,tt0490047
nm0015874	Richard Alameda	\N	\N	actor	tt0048885
nm0015876	Jahdumbe Alameen	\N	\N	art_department	tt0112320
nm0015877	S.M. Ferozeuddin Alameer	\N	\N	producer,production_manager,miscellaneous	tt0838221,tt0241025,tt7345282,tt14641542
nm0015878	Reza Allamehzadeh	\N	\N	director,writer,editor	tt0205991,tt0343567,tt2014255,tt3318016
nm0015879	Amine Alami	\N	\N	actor	tt0096143
nm0015880	Khadija Alami	\N	\N	producer,production_manager,miscellaneous	tt1477834,tt1535109,tt5316540,tt0204313
nm0015881	Khalid Alami	\N	\N	make_up_department	tt0172495,tt2179136,tt1714915,tt0365737
nm0015882	Khalili Alami	\N	\N	make_up_department	tt0107714
nm0015883	Mohamed Rachid Alami	\N	\N	miscellaneous	tt0136244
nm0015884	Giovanni Alamia	1951	2000	actor	tt0108059,tt0114808,tt0102987,tt0097870
nm0015886	Karla Alamillo	\N	\N	costume_department,make_up_department	tt0250696,tt0273626
nm0015887	Nélida Alamillo	\N	\N	make_up_department,costume_designer	tt0293688,tt0338508,tt0251354,tt0319407
nm0015889	Frank Alamo	1941	2012	music_department,actor,soundtrack	tt1226229,tt0329388,tt0057966,tt0168304
nm0015890	James Alamo	\N	\N	actor	tt0014551,tt0012925
nm0015891	John Alaimo	\N	\N	director,writer,producer	tt1546380,tt0454863,tt0222582,tt2241561
nm0015892	Miguel Alamo	\N	\N	actor	tt0175552,tt0086814,tt0078638,tt0088533
nm0015893	Roberto Alamo	\N	\N	actor	tt0114878
nm0015894	Walter Alamo	\N	\N	actor	tt0098782
nm0015895	João Alamy Filho	\N	\N	writer	tt0139927
nm0015896	Jean-Pierre Alamy	\N	\N	assistant_director,miscellaneous	tt0074526,tt0155839
nm0015897	Jan Alamäki	\N	\N	actor	tt0163609
nm0015898	Alan	1973	\N	actor,soundtrack,archive_footage	tt0229288,tt0389597,tt0380152,tt1488200
nm0015899	Robert Alan Aurthur	1922	1978	writer,producer,director	tt0078754,tt0040049,tt0064602,tt0060472
nm0015901	Roy Alan Wilson	1945	\N	actor,camera_department,soundtrack	tt1844676,tt0091707,tt0098844,tt1918851
nm0015902	Alexander Alan	\N	\N	miscellaneous	\N
nm0015903	Amad Saha Alan	\N	\N	actor	tt0081165
nm0015904	Bradley James Allan	1973	2021	stunts,actor,assistant_director	tt9376612,tt0451279,tt2802144,tt0266915
nm0015905	Buddy Alan	1948	\N	actor	tt0064348,tt0063908,tt0372642,tt0055691
nm0015907	Christopher Alan	\N	\N	actor	tt0120888,tt2210587,tt3149552,tt0098919
nm0015908	Clark Alan	\N	\N	actor	tt0052739
nm0015909	Craig Alan	\N	\N	actor	tt0109728,tt0142832,tt0317568,tt0166145
nm0015910	David Alan	\N	\N	editor	tt0183414,tt0101662,tt0151514
nm0015911	David Alan	\N	\N	actor	tt0114619
nm0015912	Debbie Alan	\N	\N	actress	tt0211134,tt1907769
nm0015913	Devon Alan	1991	\N	actor,writer,producer	tt0360130,tt0215167,tt0387358,tt0247082
nm0015914	Eric 'Zork' Alan	\N	\N	miscellaneous,actor,cinematographer	tt0094512,tt0176357,tt0098503,tt0212879
nm0015915	Fredy Allan	\N	\N	actor	tt0331732,tt2355936,tt0289033,tt10558986
nm0015917	Gary A. Lowe	1954	\N	producer,assistant_director,production_manager	tt0119004,tt1155060,tt0371739,tt0086525
nm0015918	Gil Alan	\N	\N	writer,producer,production_designer	tt18815422,tt18766956,tt26256970,tt3526066
nm0015921	Gilbert Alan	\N	\N	production_designer,art_department	tt0207377,tt0164802,tt0134380,tt0189340
nm0015922	Gregg Alan	\N	\N	director,producer,miscellaneous	tt1587257,tt0368737,tt1519346,tt1130028
nm0015923	James Alan Gilliam	\N	\N	camera_department,actor,miscellaneous	tt0111143,tt5563782,tt4818450,tt5536618
nm0015924	Mari Devon	1959	\N	actress,sound_department,miscellaneous	tt0347149,tt0210418,tt0163494,tt0147746
nm0015925	Jean Alan	\N	\N	set_decorator,art_department,costume_department	tt0090583,tt0106165,tt0092104,tt0104283
nm0015926	Jerry Alan	1939	2014	stunts,actor,special_effects	tt0433438,tt0364726,tt0791321,tt1552112
nm0015927	Jessica Alan	\N	\N	production_manager,producer,editorial_department	tt0434409,tt0811080,tt1186367,tt1308729
nm0015928	Jim Alan	\N	\N	\N	\N
nm0015930	Jóia Alan	\N	\N	actress	tt0260167
nm0015931	Keith Alan	\N	\N	actor	tt0094923,tt0050051
nm0015932	Kenyon Alan	\N	\N	actor	tt0112612,tt0097717
nm0015933	Kurt Alan	\N	\N	actor	tt0111731,tt0174503,tt1566488
nm0015934	Lloyd Alan	1952	\N	actor,archive_footage	tt0048845,tt0077032,tt0083437,tt0098482
nm0015935	Lori Alan	1966	\N	actress,writer,producer	tt2096673,tt0206512,tt0847163,tt0264235
nm0015936	Matty Alan	\N	\N	actor	tt0102875
nm0015937	Michael P. Alan	\N	\N	actor	tt0071007,tt0078855,tt0078903
nm0015938	Noemí Alan	1958	\N	actress	tt0299316,tt0183713,tt0189073,tt0198410
nm0015939	P. Alan	\N	\N	visual_effects	tt0757991
nm0015940	Pamela Alan	1921	\N	actress	tt0423751,tt0989125,tt0914702,tt0160586
nm0015941	Patrick Alan	\N	\N	actor,miscellaneous,director	tt0199381,tt0088571,tt7743592,tt0095655
nm0015942	Pierre Alan	1945	\N	actor	tt0234546
nm0015943	Ray Alan	1930	2010	writer,actor,archive_footage	tt0066721,tt8375298,tt0182585,tt0224909
nm0015944	Richard Allen	1957	2013	actor	tt0092455,tt0094462,tt0268397,tt0190520
nm0015945	Roger Alan	\N	\N	actor	tt0047537
nm0015946	Rubén Alan	\N	\N	actor	tt0319857,tt0276767,tt0289760,tt0369068
nm0015947	Sayda Alan	\N	\N	actress	tt0120633
nm0015948	Scott Alan Berk	\N	\N	actor,stunts,director	tt0465234,tt7653254,tt6288124,tt2600682
nm0015950	Sérgio Alan	\N	\N	actor	tt0209723
nm0015951	Alan Woolf	\N	\N	actor	tt0118571,tt0146165,tt1652182,tt0412175
nm0015952	Jeff Alan-Lee	\N	\N	actor	tt6666294,tt11063096,tt11181742,tt0217477
nm0015953	Douglas Alan-Mann	1952	2011	actor	tt0082329,tt0103174,tt8439488,tt0083090
nm0015954	Alana	\N	\N	actress,archive_footage	tt0135362,tt0237723,tt0161692,tt5065568
nm0015955	Alana	\N	\N	actress	tt0110967
nm0015957	Lissi Alandh	1930	2008	actress,soundtrack	tt0049659,tt0043567,tt0058780,tt0059509
nm0015959	Alandra	\N	\N	actress	tt0115317,tt0117728,tt0141825,tt0141735
nm0015960	Annick Alane	1925	2019	actress,writer,archive_footage	tt0275822,tt0280321,tt0082935,tt0064425
nm0015961	Bernard Alane	1948	\N	actor,archive_footage	tt0274117,tt0064425,tt0168316,tt0122617
nm0015962	Valérie Alane	\N	\N	actress	tt0104025,tt0349631,tt5884844,tt0109016
nm0015963	Outi Alanen	1967	\N	actress,soundtrack,archive_footage	tt0170107,tt0133363,tt1194618,tt3799850
nm0015964	Daud Alani	\N	\N	actor	tt0109793
nm0015965	Harvey Alani	\N	\N	actor	tt0119441
nm0015966	Yehezkel Alani	\N	\N	producer	tt0147020
nm0015967	Camilo Alanis	\N	\N	actor	tt1291652,tt0263108,tt0118542
nm0015968	Juan Alanis	\N	\N	actor,director,producer	tt21412498,tt0287292,tt0234345,tt0421156
nm0015969	Samantha Alanis	\N	\N	actress	tt0112435
nm0015970	Bill Alaniz	\N	\N	\N	\N
nm0015971	Eduardo Alaniz	\N	\N	actor	tt0276767,tt0369068,tt21412498
nm0015972	Jude Alaniz	\N	\N	actor	tt0218912
nm0015973	Pedro Alaniz	\N	\N	art_department	tt0115571
nm0015974	Pepe Alaniz	\N	\N	actor	tt0112258
nm0015975	Ricardo Alaniz	\N	\N	actor	tt0094076,tt0109385
nm0015976	Rico Alaniz	1919	2015	actor	tt0054047,tt0052378,tt0052402,tt0052452
nm0015977	Yvonne Alaniz	\N	\N	actress	tt0071992
nm0015978	Ismo Alanko	1960	\N	composer,actor,music_department	tt0372594,tt0120427,tt0109744,tt0116752
nm0015979	Judy Alanna	\N	\N	actress	tt0117400
nm0015980	Julie Alannagh-Brighten	\N	\N	actress	tt0406649,tt0158792,tt2476706,tt0241383
nm0015981	Alex Alano	\N	\N	actor	tt0278617,tt0349824
nm0015982	Irene Alano	\N	\N	actress	tt0791309,tt0159876,tt14959710,tt2339525
nm0015983	Joel Alano	1965	1987	actor	tt0384853,tt0347750,tt0465758,tt2162534
nm0015984	Nell Alano	1959	\N	actress,miscellaneous	tt0088929,tt0086361,tt0092575,tt0132902
nm0015985	Haije Alanoja	\N	\N	miscellaneous,script_department	tt0102536,tt0107364,tt0311519,tt0099818
nm0015986	Sophie Alanou	\N	\N	actress	tt0149407
nm0015987	Alanova	\N	\N	actress,miscellaneous	tt0033562,tt0032532,tt0035901,tt0034573
nm0015988	Mazhar Alanson	1950	\N	actor,composer,soundtrack	tt0263438,tt0827503,tt3698408,tt4343334
nm0015989	John Akanmu	\N	\N	actor	tt9603212,tt26237514,tt5419450,tt4860400
nm0015990	Lewis Alante	\N	\N	actor	tt0103870
nm0015991	Kevin Alanthwaite	1958	2007	camera_department	tt0489099,tt0318627,tt0399146,tt0113409
nm0015992	Petros Alatzas	\N	\N	actor	tt1708523,tt0231615,tt0419647,tt1149255
nm0015993	Amina Alaoui	\N	\N	actress	tt0206072,tt1748120,tt2314629
nm0015994	Aziz Alaoui	\N	\N	producer,executive	tt0190577,tt0158671,tt0186647,tt0174557
nm0015995	Kamel Alaoui	\N	\N	actor	tt11822574,tt0232131,tt0092613
nm0015996	Keltoum Alaoui	1952	\N	director,actress,assistant_director	tt0100594,tt0231331,tt0085345,tt0204495
nm0015997	Zakaria Alaoui	\N	\N	producer,production_manager,miscellaneous	tt1375666,tt3480822,tt14539740,tt2381249
nm0015999	Borhane Alaouié	1941	\N	director,writer,actor	tt1323576,tt0329253,tt0132762,tt5885842
nm0016000	Gergely Alapi	\N	\N	actor,art_department	tt0481787,tt0174368,tt0088217,tt7352500
nm0016001	Carla Alapont	\N	\N	actress	tt0200550,tt0436058,tt0472954,tt0233032
nm0016002	Reza Alaqeband	\N	\N	production_designer	tt0117214
nm0016003	Franck Alaquinet	\N	\N	make_up_department	tt0242627
nm0016004	Daoud Alar	\N	\N	actor	tt0123654,tt0195342
nm0016005	Cheche Alara	\N	\N	music_department,composer,producer	tt13320622,tt2341735,tt5817158,tt23664542
nm0016007	Juhani Alaranta	1936	1990	actor,camera_department,miscellaneous	tt0050845,tt0050833,tt0050831,tt0048246
nm0016008	Paquita Alaraz	\N	\N	actress	tt0012890
nm0016009	Alex Alarcon	\N	\N	art_department,camera_department,miscellaneous	tt0345477,tt1235875,tt0499524,tt0391733
nm0016010	Frankie Alarcon	\N	\N	actor	tt0083728
nm0016011	Hugo Alarcon	\N	\N	actor	tt0086732
nm0016012	Lance Alarcon	\N	\N	actor	tt0125664
nm0016013	Luis Alarcón	1929	2023	actor,special_effects,producer	tt0379108,tt0242198,tt1947646,tt0484037
nm0016014	Richard Alarcon	\N	\N	editor,producer	tt0163561,tt0176145,tt13363646,tt0388193
nm0016015	Sergio Jones	\N	\N	actor,archive_footage	tt0096542,tt0372921,tt0243609,tt0427848
nm0016016	Eduardo Alarcón Leal	\N	\N	music_department,soundtrack	tt0206740
nm0016017	Rubén Alarcón Molina	\N	\N	miscellaneous,transportation_department	tt0255067,tt0260772
nm0016018	Antonio Alarcón	\N	\N	art_department,miscellaneous	tt0317705,tt0127368
nm0016019	Antonio Alarcón	\N	\N	actor	tt0117034
nm0016020	Carlos Alarcón	\N	\N	actor,production_manager,miscellaneous	tt0243748,tt0203995,tt14469080,tt0409258
nm0016021	Clementina Alarcón	\N	\N	actress	tt0065633
nm0016022	Enrique Alarcón	1917	1995	set_decorator,production_designer,art_director	tt0052369,tt0049274,tt0038861,tt0052429
nm0016023	F. Alarcón	\N	\N	production_manager	tt0035845
nm0016024	Fernando Alarcón	\N	\N	writer	tt0042919,tt0021856,tt0042361
nm0016025	Francisco Alarcón	\N	\N	actor	tt0039332,tt0037787,tt0026670,tt0022203
nm0016026	Francisco Alarcón	\N	\N	miscellaneous	tt0474713
nm0016027	Francisco Fernández de Alarcón	\N	\N	production_manager,art_department,miscellaneous	tt0059154,tt0060897,tt0063775,tt0136503
nm0016028	Gabriel Alarcón	\N	\N	producer,actor,manager	tt0262844,tt0180852,tt0270499,tt0256435
nm0016029	Hugo Alarcón	\N	\N	actor	tt0290503,tt0203995
nm0016030	José Alarcón	\N	\N	actor	tt0255059
nm0016031	José María Alarcón	1926	\N	art_department,art_director,set_decorator	tt0087182,tt0087078,tt0455957,tt0059065
nm0016032	José María Alarcón	\N	\N	miscellaneous,actor	tt0075078,tt1114754
nm0016033	Juan Carlos Alarcón	1971	\N	actor	tt7587988,tt0329943,tt0357378,tt0375291
nm0016034	Julio Alarcón	\N	\N	actor	tt0024671
nm0016035	Ken Alarcón	\N	\N	actor	tt0257187
nm0016036	Letícia Alarcón	\N	\N	actress	tt0284195,tt0419848,tt0282673,tt0224352
nm0016039	Mario Alarcón	1945	\N	actor	tt1305806,tt2625270,tt10948718,tt0287284
nm0016040	Nelly Alarcón	\N	\N	actress	tt0228907
nm0016041	Pablo Alarcón	1946	\N	actor,archive_footage	tt0986318,tt2270143,tt0227942,tt29100083
nm0016043	Pedro Antonio de Alarcón	1833	1891	writer,soundtrack	tt0308503,tt0139914,tt0036714,tt0162372
nm0016044	Sebastián Alarcón	1949	2019	director,writer,production_designer	tt0076465,tt0330298,tt9173004,tt0477362
nm0016045	Juan Siches de Alarcón	\N	\N	actor	tt0178256,tt0121662,tt0194514,tt0330105
nm0016046	Víctor Alarcón	\N	\N	art_department,production_designer,art_director	tt0089089,tt0104638,tt0093569,tt0087869
nm0016047	Nelly Alard	\N	\N	writer,actress	tt0115561,tt0105729,tt0172014,tt0099480
nm0016048	Philippe Alard	1962	\N	writer,director,editor	tt0282249,tt0103209,tt0103782
nm0016049	Pierre Alardin	\N	\N	composer	tt0242687,tt0241414,tt0175746,tt0496692
nm0016050	Gordon Alare	\N	\N	special_effects	tt0296572,tt0978764,tt0406759,tt0362120
nm0016051	Manuel Alares	\N	\N	actor	tt0016755,tt0016012,tt0015859,tt0013271
nm0016052	Montserrat Alarge	\N	\N	actress	tt0054352,tt0054732
nm0016053	Ángela Alargunsolo	\N	\N	actress	tt0062200
nm0016054	Nadine Alari	1927	2016	actress,miscellaneous,archive_footage	tt0037830,tt0043468,tt0051801,tt0136713
nm0016055	Alfredo Alaria	1930	1999	actor,miscellaneous,writer	tt0054811,tt0056944,tt0054080,tt0194818
nm0016056	Amy Alarian	\N	\N	camera_department	tt0458339,tt0120685,tt0426459,tt0120696
nm0016057	Richard Alarian	\N	\N	camera_department,cinematographer,miscellaneous	tt0111257,tt0426459,tt0114887,tt0103776
nm0016058	Richard Alarian	\N	\N	actor	tt0069577,tt0071007,tt0075878
nm0016059	Rikki Alarian	\N	\N	camera_department,miscellaneous	tt0245686,tt0362590,tt4477976,tt0113211
nm0016060	Guillermo Jaime Alarid	1956	2020	producer,actor,director	tt0220306,tt0772710,tt0772693,tt0386699
nm0016061	Amanda Alarie	1888	1965	actress	tt0046434,tt0298352,tt0188329,tt0225807
nm0016062	Benoît Alarie	\N	\N	camera_department	tt0452608,tt6565702,tt0160009,tt0180052
nm0016063	Christiane Alarie	\N	\N	actress	tt0131317
nm0016064	Laurier Alarie	\N	\N	\N	tt0110342
nm0016065	Luc Alarie	\N	\N	actor	tt0230492
nm0016066	Yannick Alarie-Trudel	\N	\N	actor	tt0180668
nm0016067	Jonas Alarik	1976	\N	cinematographer,camera_department,director	tt6708668,tt0300140,tt5752524,tt14955348
nm0016068	John Alarimo	\N	\N	assistant_director,miscellaneous,actor	tt0091474,tt0054937,tt0055222,tt0071369
nm0016069	James Alario	\N	\N	camera_department,cinematographer,director	tt0382036,tt10271016,tt7649452,tt0320037
nm0016070	Juan Carlos Alarios	\N	\N	actor	tt0082264
nm0016071	Juan Alarma	\N	\N	actor	tt0000514
nm0016072	Salvador Alarma	1870	1941	set_decorator	tt0019659,tt0007518
nm0016073	Alarming-Trends	\N	\N	composer,soundtrack	tt0096873,tt0104212,tt0092528,tt0110037
nm0016074	Albert Alarr	\N	\N	producer,director,editorial_department	tt0058796,tt4109632,tt0119731,tt0118435
nm0016075	Claire Alary	\N	\N	art_department,set_decorator	tt0319262,tt3385516,tt6565702,tt1374992
nm0016076	Pierre Alary	\N	\N	animation_department,art_department	tt0119282,tt0116583,tt0120855,tt0113198
nm0016077	Serge Alary	\N	\N	miscellaneous	tt0383782,tt0112714,tt0148103,tt1202539
nm0016078	Leopoldo Alas 'Clarín'	1852	1901	writer	tt0060066,tt0072073,tt0450527,tt0347867
nm0016079	Claudio de Alas	\N	\N	writer	tt0220999
nm0016080	Fatih Alas	1976	\N	actor	tt0170949,tt0390018,tt1791522,tt0309110
nm0016081	Marianela Alas	\N	\N	script_department,assistant_director	tt0107643,tt0102280,tt0090912,tt0077537
nm0016082	Faoud Alasaaf	\N	\N	actor	tt0192295
nm0016083	Nick Alasania	\N	\N	actor	tt0190604
nm0016084	John Alasdair	\N	\N	actor	tt1687457,tt0080000
nm0016085	Joe Alaskey	1952	2016	actor,music_department,miscellaneous	tt0318155,tt0112642,tt0376390,tt0096438
nm0016086	Paolo Aiassa	\N	\N	actor	tt0038793
nm0016087	Moustapha Alassane	1942	2015	director,writer,actor	tt0089435,tt0125742,tt0072306,tt3453072
nm0016088	Michael Alassett	\N	\N	actor	tt0116330
nm0016089	Zeki Alasya	1943	2015	actor,director,writer	tt0282977,tt0282062,tt0427427,tt1655421
nm0016090	Mikko Alatalo	1951	\N	actor,composer,writer	tt0426801,tt1951876,tt0372594,tt0140797
nm0016091	Pirkko Alatalo	\N	\N	actress	tt0134223,tt0055177,tt1760968
nm0016092	Faruk Alatan	\N	\N	producer,production_manager,executive	tt1859650,tt0086026,tt0079971,tt10145122
nm0016093	Ali Alatas	\N	2008	archive_footage	tt0115688,tt13162156,tt12483076,tt15599544
nm0016094	Tapani Alaterä	\N	\N	\N	\N
nm0016095	Tony Alatis	\N	\N	assistant_director,producer,actor	tt0076055,tt0073345,tt0077636,tt0086315
nm0016096	Ishak Alaton	\N	\N	\N	tt0238912,tt5651302
nm0016097	Antonio Alatorre	\N	\N	actor,producer	tt3798072,tt0058904,tt0059766
nm0016098	Cristina Alatorre	\N	\N	actress	tt0211850,tt0208630
nm0016099	Enrique Alatorre	\N	\N	actor	tt0069168,tt0409839
nm0016100	Javier Alatorre	\N	\N	actor	tt0009575
nm0016101	Norman Alatorre	\N	\N	art_department	tt1130080,tt0120646,tt6544304,tt0117012
nm0016102	Óscar Alatorre	1907	1978	actor	tt0282555,tt0161377,tt0282497,tt0235161
nm0016103	Haidar Alatowa	\N	\N	actor	tt0120188
nm0016104	Francesca Alatri	\N	\N	miscellaneous,producer,production_manager	tt0087843,tt0784164,tt0092448,tt0095906
nm0016105	Gustavo Alatriste	1922	2006	director,producer,writer	tt0413183,tt0056732,tt0055601,tt0331482
nm0016106	Kitty Alatriste	\N	\N	actress	tt0180416,tt0223038
nm0016107	Viridiana Alatriste	1963	1982	actress	tt0081476,tt0313916,tt0222593,tt0326681
nm0016108	József Alattyán	\N	\N	actor	tt0085767
nm0016109	Babis Alatzas	1949	2014	actor,archive_footage	tt1116301,tt0383069,tt0236420,tt0263568
nm0016110	Kostas Alatzas	\N	\N	actor	tt0288699,tt0184662,tt0055375
nm0016111	Raja Ahmad Alauddin	\N	\N	director,writer	tt0277001,tt0468088,tt0121507,tt1515842
nm0016112	Melanie Alaura	\N	\N	actress	tt0183503
nm0016113	Maksut Alyautdinov	\N	\N	make_up_department	tt0060107,tt0188306,tt0172668,tt0072613
nm0016114	Myriam Alaux	\N	\N	director,producer,actress	tt0082020,tt3530600
nm0016116	Marko Alavanja	\N	\N	cinematographer	tt0265255
nm0016117	Jorge Nicolás Alvarado	\N	\N	actor	tt0100371
nm0016118	Nick Alavardo	\N	\N	camera_department	tt0092099
nm0016119	Alavedra	\N	\N	costume_designer	tt0031727
nm0016120	Salva Alavedra	\N	\N	actor	tt0143847
nm0016121	Henrik Alaverdyan	\N	\N	actor	tt0406838,tt0384838,tt0237390,tt0100032
nm0016122	Roberto Alavez	\N	\N	actor	tt0137203,tt8946436,tt0435399,tt0397965
nm0016123	Dorsay Alavi	\N	\N	producer,director,writer	tt1667674,tt0447702,tt4320632,tt2903346
nm0016124	Mori Alavi	\N	\N	cinematographer,art_director	tt0075838
nm0016125	Souzan Alavi	1975	\N	director,cinematographer,writer	tt1295908,tt0104987,tt3026892,tt1051911
nm0016126	David Alavidze	\N	\N	actor	tt0268709,tt0274720,tt0260059,tt0261765
nm0016127	Dominique Alavoine	\N	\N	actress	tt0089827,tt0079091,tt0275822,tt0387540
nm0016128	Alawali	\N	\N	\N	\N
nm0016130	Antonio Alay	\N	\N	camera_department,cinematographer	tt0122335,tt0117430
nm0016131	Dork Alayan	\N	\N	actor,art_director	tt2345840,tt0240733
nm0016132	Felipe Alayeto	\N	\N	actor	tt0057708
nm0016133	Rauf Alazan	1931	\N	actor	tt0263409,tt0372212,tt0374847,tt0367605
nm0016134	Aleksandre Alaznispireli	\N	\N	actor	tt0274930,tt0274634,tt0233999,tt0048324
nm0016136	Benito Alazraki	1921	2007	director,writer,producer	tt0047395,tt0055409,tt0239547,tt0065929
nm0016137	Benjamin Alazraki	\N	\N	actor	tt1304873,tt1986843,tt0253225,tt10081286
nm0016138	Olimpia Alazraki	\N	\N	actress	tt0047395,tt0378663
nm0016139	Robert Alazraki	1944	\N	cinematographer,camera_department	tt10094692,tt0115650,tt0082963,tt0083954
nm0016140	Samuel Alazraki	\N	\N	producer,writer	tt0140424,tt0251687,tt0048045,tt0217871
nm0016141	Carlos Alazraqui	1962	\N	actor,writer,producer	tt0235918,tt1691917,tt0370194,tt0366548
nm0016143	Maximiliano F. Alaña	\N	\N	actor	tt0017821
nm0016144	Antonio Alañón	\N	\N	actor	tt0059140
nm0016145	Alba	\N	1997	actor	tt0065922,tt0420847,tt0062155,tt0061648
